#KIND POS_X POS_Y POS_Z EUL_PSI EUL_THETA EUL_PHI
straight 63.0 25.0 27.0 -1.57079632679 -1.57079632679 0
turntwist 63.0 26.0 27.0 -1.57079632679 1.57079632679 0
turn 63.0 26.0 26.0 3.14159265359 -0.0 1.57079632679
turn 63.0 27.0 26.0 -1.57079632679 -1.57079632679 0
turntwist 63.0 27.0 27.0 0.0 -0.0 3.14159265359
turn 62.0 27.0 27.0 3.14159265359 1.57079632679 0
turntwist 62.0 27.0 26.0 3.14159265359 -0.0 -1.57079632679
turn 62.0 26.0 26.0 1.57079632679 -1.57079632679 0
turntwist 62.0 26.0 27.0 0.0 -0.0 3.14159265359
turn 61.0 26.0 27.0 3.14159265359 1.57079632679 0
turntwist 61.0 26.0 26.0 3.14159265359 -0.0 1.57079632679
turn 61.0 27.0 26.0 -1.57079632679 -1.57079632679 0
turntwist 61.0 27.0 27.0 0.0 -0.0 3.14159265359
turn 60.0 27.0 27.0 3.14159265359 1.57079632679 0
turntwist 60.0 27.0 26.0 3.14159265359 -0.0 -1.57079632679
turn 60.0 26.0 26.0 1.57079632679 -1.57079632679 0
turn 60.0 26.0 27.0 0.0 -0.0 -1.57079632679
turntwist 60.0 25.0 27.0 1.57079632679 -0.0 0.0
turntwist 61.0 25.0 27.0 0.0 1.57079632679 0
turn 61.0 25.0 26.0 3.14159265359 -0.0 3.14159265359
turntwist 60.0 25.0 26.0 1.57079632679 -0.0 -1.57079632679
turn 60.0 24.0 26.0 1.57079632679 -0.0 0.0
turntwist 61.0 24.0 26.0 -3.14159265359 -1.57079632679 0
turn 61.0 24.0 27.0 0.0 -0.0 3.14159265359
turn 60.0 24.0 27.0 0.0 -1.57079632679 0
turn 60.0 24.0 28.0 0.0 -0.0 0.0
turn 61.0 24.0 28.0 -3.14159265359 -1.57079632679 0
turn 61.0 24.0 29.0 0.0 -0.0 3.14159265359
turntwist 60.0 24.0 29.0 -1.57079632679 -0.0 1.57079632679
turn 60.0 25.0 29.0 -1.57079632679 -0.0 0.0
turntwist 61.0 25.0 29.0 0.0 1.57079632679 0
turn 61.0 25.0 28.0 3.14159265359 -0.0 3.14159265359
turntwist 60.0 25.0 28.0 -1.57079632679 -0.0 1.57079632679
turntwist 60.0 26.0 28.0 -1.57079632679 -1.57079632679 0
turn 60.0 26.0 29.0 0.0 -0.0 1.57079632679
turn 60.0 27.0 29.0 -1.57079632679 1.57079632679 0
turntwist 60.0 27.0 28.0 3.14159265359 -0.0 0.0
turn 61.0 27.0 28.0 -3.14159265359 -1.57079632679 0
turntwist 61.0 27.0 29.0 0.0 -0.0 -1.57079632679
turn 61.0 26.0 29.0 1.57079632679 1.57079632679 0
turntwist 61.0 26.0 28.0 3.14159265359 -0.0 0.0
turn 62.0 26.0 28.0 -3.14159265359 -1.57079632679 0
turntwist 62.0 26.0 29.0 0.0 -0.0 1.57079632679
turn 62.0 27.0 29.0 -1.57079632679 1.57079632679 0
turntwist 62.0 27.0 28.0 3.14159265359 -0.0 0.0
turn 63.0 27.0 28.0 -3.14159265359 -1.57079632679 0
turntwist 63.0 27.0 29.0 0.0 -0.0 -1.57079632679
turn 63.0 26.0 29.0 1.57079632679 1.57079632679 0
turn 63.0 26.0 28.0 3.14159265359 -0.0 -1.57079632679
straight 63.0 25.0 28.0 -1.57079632679 -0.0 3.14159265359
turntwist 63.0 24.0 28.0 -1.57079632679 -0.0 3.14159265359
turn 62.0 24.0 28.0 -1.57079632679 -0.0 1.57079632679
turntwist 62.0 25.0 28.0 -1.57079632679 -1.57079632679 0
turn 62.0 25.0 29.0 0.0 -0.0 -1.57079632679
turntwist 62.0 24.0 29.0 1.57079632679 -0.0 0.0
turn 63.0 24.0 29.0 1.57079632679 -0.0 1.57079632679
turntwist 63.0 25.0 29.0 -1.57079632679 -1.57079632679 0
turn 63.0 25.0 30.0 0.0 -0.0 -1.57079632679
turntwist 63.0 24.0 30.0 -1.57079632679 -0.0 3.14159265359
turn 62.0 24.0 30.0 -1.57079632679 -0.0 1.57079632679
turntwist 62.0 25.0 30.0 -1.57079632679 -1.57079632679 0
turn 62.0 25.0 31.0 0.0 -0.0 -1.57079632679
turntwist 62.0 24.0 31.0 1.57079632679 -0.0 0.0
turn 63.0 24.0 31.0 1.57079632679 -0.0 1.57079632679
straight 63.0 25.0 31.0 -1.57079632679 -1.57079632679 0
turntwist 63.0 26.0 31.0 -1.57079632679 1.57079632679 0
turn 63.0 26.0 30.0 3.14159265359 -0.0 1.57079632679
turn 63.0 27.0 30.0 -1.57079632679 -1.57079632679 0
turntwist 63.0 27.0 31.0 0.0 -0.0 3.14159265359
turn 62.0 27.0 31.0 3.14159265359 1.57079632679 0
turntwist 62.0 27.0 30.0 3.14159265359 -0.0 -1.57079632679
turn 62.0 26.0 30.0 1.57079632679 -1.57079632679 0
turntwist 62.0 26.0 31.0 0.0 -0.0 3.14159265359
turn 61.0 26.0 31.0 3.14159265359 1.57079632679 0
turntwist 61.0 26.0 30.0 3.14159265359 -0.0 1.57079632679
turn 61.0 27.0 30.0 -1.57079632679 -1.57079632679 0
turntwist 61.0 27.0 31.0 0.0 -0.0 3.14159265359
turn 60.0 27.0 31.0 3.14159265359 1.57079632679 0
turntwist 60.0 27.0 30.0 3.14159265359 -0.0 -1.57079632679
turn 60.0 26.0 30.0 1.57079632679 -1.57079632679 0
turn 60.0 26.0 31.0 0.0 -0.0 -1.57079632679
turntwist 60.0 25.0 31.0 1.57079632679 -0.0 0.0
turntwist 61.0 25.0 31.0 0.0 1.57079632679 0
turn 61.0 25.0 30.0 3.14159265359 -0.0 3.14159265359
turntwist 60.0 25.0 30.0 1.57079632679 -0.0 -1.57079632679
turn 60.0 24.0 30.0 1.57079632679 -0.0 0.0
turntwist 61.0 24.0 30.0 -3.14159265359 -1.57079632679 0
turn 61.0 24.0 31.0 0.0 -0.0 3.14159265359
straight 60.0 24.0 31.0 1.57079632679 -0.0 -1.57079632679
turntwist 59.0 24.0 31.0 -1.57079632679 -0.0 1.57079632679
turn 59.0 25.0 31.0 1.57079632679 -0.0 3.14159265359
turn 58.0 25.0 31.0 1.57079632679 -0.0 -1.57079632679
turntwist 58.0 24.0 31.0 1.57079632679 1.57079632679 0
turn 58.0 24.0 30.0 3.14159265359 -0.0 1.57079632679
turntwist 58.0 25.0 30.0 -1.57079632679 -0.0 0.0
turn 59.0 25.0 30.0 -1.57079632679 -0.0 -1.57079632679
turntwist 59.0 24.0 30.0 1.57079632679 1.57079632679 0
turntwist 59.0 24.0 29.0 3.14159265359 -0.0 3.14159265359
turn 58.0 24.0 29.0 3.14159265359 1.57079632679 0
turn 58.0 24.0 28.0 3.14159265359 -0.0 0.0
turntwist 59.0 24.0 28.0 1.57079632679 -0.0 1.57079632679
turn 59.0 25.0 28.0 1.57079632679 -0.0 3.14159265359
turntwist 58.0 25.0 28.0 0.0 -1.57079632679 0
turn 58.0 25.0 29.0 0.0 -0.0 0.0
turntwist 59.0 25.0 29.0 1.57079632679 -0.0 1.57079632679
turn 59.0 26.0 29.0 1.57079632679 -0.0 3.14159265359
turntwist 58.0 26.0 29.0 3.14159265359 1.57079632679 0
turn 58.0 26.0 28.0 3.14159265359 -0.0 0.0
turntwist 59.0 26.0 28.0 1.57079632679 -0.0 1.57079632679
turn 59.0 27.0 28.0 1.57079632679 -0.0 3.14159265359
turntwist 58.0 27.0 28.0 0.0 -1.57079632679 0
turn 58.0 27.0 29.0 0.0 -0.0 0.0
turn 59.0 27.0 29.0 -3.14159265359 -1.57079632679 0
straight 59.0 27.0 30.0 0.0 -0.0 -1.57079632679
turntwist 59.0 27.0 31.0 0.0 -0.0 -1.57079632679
turn 59.0 26.0 31.0 1.57079632679 1.57079632679 0
turntwist 59.0 26.0 30.0 3.14159265359 -0.0 3.14159265359
turn 58.0 26.0 30.0 0.0 -1.57079632679 0
turntwist 58.0 26.0 31.0 0.0 -0.0 1.57079632679
turn 58.0 27.0 31.0 -1.57079632679 1.57079632679 0
turntwist 58.0 27.0 30.0 3.14159265359 -0.0 3.14159265359
turn 57.0 27.0 30.0 0.0 -1.57079632679 0
turntwist 57.0 27.0 31.0 0.0 -0.0 -1.57079632679
turn 57.0 26.0 31.0 1.57079632679 1.57079632679 0
turntwist 57.0 26.0 30.0 3.14159265359 -0.0 3.14159265359
turn 56.0 26.0 30.0 0.0 -1.57079632679 0
turntwist 56.0 26.0 31.0 0.0 -0.0 1.57079632679
turn 56.0 27.0 31.0 -1.57079632679 1.57079632679 0
straight 56.0 27.0 30.0 3.14159265359 -0.0 3.14159265359
turntwist 56.0 27.0 29.0 3.14159265359 -0.0 0.0
turn 57.0 27.0 29.0 0.0 1.57079632679 0
turn 57.0 27.0 28.0 3.14159265359 -0.0 3.14159265359
turntwist 56.0 27.0 28.0 1.57079632679 -0.0 -1.57079632679
turn 56.0 26.0 28.0 1.57079632679 -0.0 0.0
turntwist 57.0 26.0 28.0 -3.14159265359 -1.57079632679 0
turn 57.0 26.0 29.0 0.0 -0.0 3.14159265359
turntwist 56.0 26.0 29.0 1.57079632679 -0.0 -1.57079632679
turn 56.0 25.0 29.0 1.57079632679 -0.0 0.0
turntwist 57.0 25.0 29.0 0.0 1.57079632679 0
turn 57.0 25.0 28.0 3.14159265359 -0.0 3.14159265359
turntwist 56.0 25.0 28.0 1.57079632679 -0.0 -1.57079632679
turn 56.0 24.0 28.0 1.57079632679 -0.0 0.0
turntwist 57.0 24.0 28.0 -3.14159265359 -1.57079632679 0
turn 57.0 24.0 29.0 0.0 -0.0 3.14159265359
turn 56.0 24.0 29.0 0.0 -1.57079632679 0
turntwist 56.0 24.0 30.0 0.0 -0.0 1.57079632679
turntwist 56.0 25.0 30.0 -1.57079632679 -0.0 0.0
turn 57.0 25.0 30.0 -1.57079632679 -0.0 -1.57079632679
turntwist 57.0 24.0 30.0 1.57079632679 -1.57079632679 0
turn 57.0 24.0 31.0 0.0 -0.0 1.57079632679
turntwist 57.0 25.0 31.0 1.57079632679 -0.0 3.14159265359
turn 56.0 25.0 31.0 1.57079632679 -0.0 -1.57079632679
straight 56.0 24.0 31.0 1.57079632679 -1.57079632679 0
straight 56.0 23.0 31.0 1.57079632679 -1.57079632679 0
turn 56.0 22.0 31.0 1.57079632679 -0.0 0.0
turn 57.0 22.0 31.0 1.57079632679 -0.0 1.57079632679
turntwist 57.0 23.0 31.0 -1.57079632679 1.57079632679 0
turn 57.0 23.0 30.0 3.14159265359 -0.0 -1.57079632679
turntwist 57.0 22.0 30.0 -1.57079632679 -0.0 3.14159265359
turn 56.0 22.0 30.0 -1.57079632679 -0.0 1.57079632679
turntwist 56.0 23.0 30.0 -1.57079632679 1.57079632679 0
turntwist 56.0 23.0 29.0 3.14159265359 -0.0 0.0
turn 57.0 23.0 29.0 0.0 1.57079632679 0
turn 57.0 23.0 28.0 3.14159265359 -0.0 3.14159265359
turntwist 56.0 23.0 28.0 1.57079632679 -0.0 -1.57079632679
turn 56.0 22.0 28.0 1.57079632679 -0.0 0.0
turntwist 57.0 22.0 28.0 -3.14159265359 -1.57079632679 0
turn 57.0 22.0 29.0 0.0 -0.0 3.14159265359
turntwist 56.0 22.0 29.0 1.57079632679 -0.0 -1.57079632679
turn 56.0 21.0 29.0 1.57079632679 -0.0 0.0
turntwist 57.0 21.0 29.0 0.0 1.57079632679 0
turn 57.0 21.0 28.0 3.14159265359 -0.0 3.14159265359
turntwist 56.0 21.0 28.0 1.57079632679 -0.0 -1.57079632679
turn 56.0 20.0 28.0 1.57079632679 -0.0 0.0
turntwist 57.0 20.0 28.0 -3.14159265359 -1.57079632679 0
turn 57.0 20.0 29.0 0.0 -0.0 3.14159265359
turn 56.0 20.0 29.0 0.0 -1.57079632679 0
straight 56.0 20.0 30.0 0.0 -0.0 1.57079632679
turntwist 56.0 20.0 31.0 0.0 -0.0 1.57079632679
turn 56.0 21.0 31.0 -1.57079632679 1.57079632679 0
turntwist 56.0 21.0 30.0 3.14159265359 -0.0 0.0
turn 57.0 21.0 30.0 -3.14159265359 -1.57079632679 0
turntwist 57.0 21.0 31.0 0.0 -0.0 -1.57079632679
turn 57.0 20.0 31.0 1.57079632679 1.57079632679 0
turntwist 57.0 20.0 30.0 3.14159265359 -0.0 0.0
turn 58.0 20.0 30.0 -3.14159265359 -1.57079632679 0
turntwist 58.0 20.0 31.0 0.0 -0.0 1.57079632679
turn 58.0 21.0 31.0 -1.57079632679 1.57079632679 0
turntwist 58.0 21.0 30.0 3.14159265359 -0.0 0.0
turn 59.0 21.0 30.0 -3.14159265359 -1.57079632679 0
turntwist 59.0 21.0 31.0 0.0 -0.0 -1.57079632679
turn 59.0 20.0 31.0 1.57079632679 1.57079632679 0
straight 59.0 20.0 30.0 3.14159265359 -0.0 0.0
turntwist 59.0 20.0 29.0 3.14159265359 -0.0 3.14159265359
turn 58.0 20.0 29.0 3.14159265359 1.57079632679 0
turn 58.0 20.0 28.0 3.14159265359 -0.0 0.0
turntwist 59.0 20.0 28.0 1.57079632679 -0.0 1.57079632679
turn 59.0 21.0 28.0 1.57079632679 -0.0 3.14159265359
turntwist 58.0 21.0 28.0 0.0 -1.57079632679 0
turn 58.0 21.0 29.0 0.0 -0.0 0.0
turntwist 59.0 21.0 29.0 1.57079632679 -0.0 1.57079632679
turn 59.0 22.0 29.0 1.57079632679 -0.0 3.14159265359
turntwist 58.0 22.0 29.0 3.14159265359 1.57079632679 0
turn 58.0 22.0 28.0 3.14159265359 -0.0 0.0
turntwist 59.0 22.0 28.0 1.57079632679 -0.0 1.57079632679
turn 59.0 23.0 28.0 1.57079632679 -0.0 3.14159265359
turntwist 58.0 23.0 28.0 0.0 -1.57079632679 0
turn 58.0 23.0 29.0 0.0 -0.0 0.0
turn 59.0 23.0 29.0 -3.14159265359 -1.57079632679 0
turntwist 59.0 23.0 30.0 0.0 -0.0 -1.57079632679
turntwist 59.0 22.0 30.0 -1.57079632679 -0.0 3.14159265359
turn 58.0 22.0 30.0 -1.57079632679 -0.0 1.57079632679
turntwist 58.0 23.0 30.0 -1.57079632679 -1.57079632679 0
turn 58.0 23.0 31.0 0.0 -0.0 -1.57079632679
turntwist 58.0 22.0 31.0 1.57079632679 -0.0 0.0
turn 59.0 22.0 31.0 1.57079632679 -0.0 1.57079632679
turn 59.0 23.0 31.0 -1.57079632679 -0.0 0.0
straight 60.0 23.0 31.0 0.0 1.57079632679 0
turntwist 61.0 23.0 31.0 0.0 1.57079632679 0
turn 61.0 23.0 30.0 3.14159265359 -0.0 3.14159265359
turntwist 60.0 23.0 30.0 1.57079632679 -0.0 -1.57079632679
turn 60.0 22.0 30.0 1.57079632679 -0.0 0.0
turntwist 61.0 22.0 30.0 -3.14159265359 -1.57079632679 0
turn 61.0 22.0 31.0 0.0 -0.0 3.14159265359
turntwist 60.0 22.0 31.0 1.57079632679 -0.0 -1.57079632679
turntwist 60.0 21.0 31.0 1.57079632679 1.57079632679 0
turn 60.0 21.0 30.0 3.14159265359 -0.0 -1.57079632679
turn 60.0 20.0 30.0 1.57079632679 -1.57079632679 0
turntwist 60.0 20.0 31.0 0.0 -0.0 0.0
turn 61.0 20.0 31.0 0.0 1.57079632679 0
turntwist 61.0 20.0 30.0 3.14159265359 -0.0 1.57079632679
turn 61.0 21.0 30.0 -1.57079632679 -1.57079632679 0
turntwist 61.0 21.0 31.0 0.0 -0.0 0.0
turn 62.0 21.0 31.0 0.0 1.57079632679 0
turntwist 62.0 21.0 30.0 3.14159265359 -0.0 -1.57079632679
turn 62.0 20.0 30.0 1.57079632679 -1.57079632679 0
turntwist 62.0 20.0 31.0 0.0 -0.0 0.0
turn 63.0 20.0 31.0 0.0 1.57079632679 0
turntwist 63.0 20.0 30.0 3.14159265359 -0.0 1.57079632679
turn 63.0 21.0 30.0 -1.57079632679 -1.57079632679 0
turn 63.0 21.0 31.0 0.0 -0.0 1.57079632679
straight 63.0 22.0 31.0 1.57079632679 -0.0 3.14159265359
turntwist 63.0 23.0 31.0 1.57079632679 -0.0 3.14159265359
turn 62.0 23.0 31.0 1.57079632679 -0.0 -1.57079632679
turntwist 62.0 22.0 31.0 1.57079632679 1.57079632679 0
turn 62.0 22.0 30.0 3.14159265359 -0.0 1.57079632679
turntwist 62.0 23.0 30.0 -1.57079632679 -0.0 0.0
turn 63.0 23.0 30.0 -1.57079632679 -0.0 -1.57079632679
turntwist 63.0 22.0 30.0 1.57079632679 1.57079632679 0
turn 63.0 22.0 29.0 3.14159265359 -0.0 1.57079632679
turntwist 63.0 23.0 29.0 1.57079632679 -0.0 3.14159265359
turn 62.0 23.0 29.0 1.57079632679 -0.0 -1.57079632679
turntwist 62.0 22.0 29.0 1.57079632679 1.57079632679 0
turn 62.0 22.0 28.0 3.14159265359 -0.0 1.57079632679
turntwist 62.0 23.0 28.0 -1.57079632679 -0.0 0.0
turn 63.0 23.0 28.0 -1.57079632679 -0.0 -1.57079632679
straight 63.0 22.0 28.0 1.57079632679 1.57079632679 0
turntwist 63.0 21.0 28.0 1.57079632679 -1.57079632679 0
turn 63.0 21.0 29.0 0.0 -0.0 -1.57079632679
turn 63.0 20.0 29.0 1.57079632679 1.57079632679 0
turntwist 63.0 20.0 28.0 3.14159265359 -0.0 3.14159265359
turn 62.0 20.0 28.0 0.0 -1.57079632679 0
turntwist 62.0 20.0 29.0 0.0 -0.0 1.57079632679
turn 62.0 21.0 29.0 -1.57079632679 1.57079632679 0
turntwist 62.0 21.0 28.0 3.14159265359 -0.0 3.14159265359
turn 61.0 21.0 28.0 0.0 -1.57079632679 0
turntwist 61.0 21.0 29.0 0.0 -0.0 -1.57079632679
turn 61.0 20.0 29.0 1.57079632679 1.57079632679 0
turntwist 61.0 20.0 28.0 3.14159265359 -0.0 3.14159265359
turn 60.0 20.0 28.0 0.0 -1.57079632679 0
turntwist 60.0 20.0 29.0 0.0 -0.0 1.57079632679
turn 60.0 21.0 29.0 -1.57079632679 1.57079632679 0
turn 60.0 21.0 28.0 3.14159265359 -0.0 1.57079632679
turntwist 60.0 22.0 28.0 -1.57079632679 -0.0 0.0
turntwist 61.0 22.0 28.0 -3.14159265359 -1.57079632679 0
turn 61.0 22.0 29.0 0.0 -0.0 3.14159265359
turntwist 60.0 22.0 29.0 -1.57079632679 -0.0 1.57079632679
turn 60.0 23.0 29.0 -1.57079632679 -0.0 0.0
turntwist 61.0 23.0 29.0 0.0 1.57079632679 0
turn 61.0 23.0 28.0 3.14159265359 -0.0 3.14159265359
turn 60.0 23.0 28.0 3.14159265359 1.57079632679 0
turn 60.0 23.0 27.0 3.14159265359 -0.0 0.0
turn 61.0 23.0 27.0 0.0 1.57079632679 0
turn 61.0 23.0 26.0 3.14159265359 -0.0 3.14159265359
turntwist 60.0 23.0 26.0 1.57079632679 -0.0 -1.57079632679
turn 60.0 22.0 26.0 1.57079632679 -0.0 0.0
turntwist 61.0 22.0 26.0 -3.14159265359 -1.57079632679 0
turn 61.0 22.0 27.0 0.0 -0.0 3.14159265359
turntwist 60.0 22.0 27.0 1.57079632679 -0.0 -1.57079632679
turntwist 60.0 21.0 27.0 1.57079632679 1.57079632679 0
turn 60.0 21.0 26.0 3.14159265359 -0.0 -1.57079632679
turn 60.0 20.0 26.0 1.57079632679 -1.57079632679 0
turntwist 60.0 20.0 27.0 0.0 -0.0 0.0
turn 61.0 20.0 27.0 0.0 1.57079632679 0
turntwist 61.0 20.0 26.0 3.14159265359 -0.0 1.57079632679
turn 61.0 21.0 26.0 -1.57079632679 -1.57079632679 0
turntwist 61.0 21.0 27.0 0.0 -0.0 0.0
turn 62.0 21.0 27.0 0.0 1.57079632679 0
turntwist 62.0 21.0 26.0 3.14159265359 -0.0 -1.57079632679
turn 62.0 20.0 26.0 1.57079632679 -1.57079632679 0
turntwist 62.0 20.0 27.0 0.0 -0.0 0.0
turn 63.0 20.0 27.0 0.0 1.57079632679 0
turntwist 63.0 20.0 26.0 3.14159265359 -0.0 1.57079632679
turn 63.0 21.0 26.0 -1.57079632679 -1.57079632679 0
turn 63.0 21.0 27.0 0.0 -0.0 1.57079632679
straight 63.0 22.0 27.0 1.57079632679 -0.0 3.14159265359
turntwist 63.0 23.0 27.0 1.57079632679 -0.0 3.14159265359
turn 62.0 23.0 27.0 1.57079632679 -0.0 -1.57079632679
turntwist 62.0 22.0 27.0 1.57079632679 1.57079632679 0
turn 62.0 22.0 26.0 3.14159265359 -0.0 1.57079632679
turntwist 62.0 23.0 26.0 -1.57079632679 -0.0 0.0
turn 63.0 23.0 26.0 -1.57079632679 -0.0 -1.57079632679
turntwist 63.0 22.0 26.0 1.57079632679 1.57079632679 0
turn 63.0 22.0 25.0 3.14159265359 -0.0 1.57079632679
turntwist 63.0 23.0 25.0 1.57079632679 -0.0 3.14159265359
turn 62.0 23.0 25.0 1.57079632679 -0.0 -1.57079632679
turntwist 62.0 22.0 25.0 1.57079632679 1.57079632679 0
turn 62.0 22.0 24.0 3.14159265359 -0.0 1.57079632679
turntwist 62.0 23.0 24.0 -1.57079632679 -0.0 0.0
turn 63.0 23.0 24.0 -1.57079632679 -0.0 -1.57079632679
straight 63.0 22.0 24.0 1.57079632679 1.57079632679 0
turntwist 63.0 21.0 24.0 1.57079632679 -1.57079632679 0
turn 63.0 21.0 25.0 0.0 -0.0 -1.57079632679
turn 63.0 20.0 25.0 1.57079632679 1.57079632679 0
turntwist 63.0 20.0 24.0 3.14159265359 -0.0 3.14159265359
turn 62.0 20.0 24.0 0.0 -1.57079632679 0
turntwist 62.0 20.0 25.0 0.0 -0.0 1.57079632679
turn 62.0 21.0 25.0 -1.57079632679 1.57079632679 0
turntwist 62.0 21.0 24.0 3.14159265359 -0.0 3.14159265359
turn 61.0 21.0 24.0 0.0 -1.57079632679 0
turntwist 61.0 21.0 25.0 0.0 -0.0 -1.57079632679
turn 61.0 20.0 25.0 1.57079632679 1.57079632679 0
turntwist 61.0 20.0 24.0 3.14159265359 -0.0 3.14159265359
turn 60.0 20.0 24.0 0.0 -1.57079632679 0
turntwist 60.0 20.0 25.0 0.0 -0.0 1.57079632679
turn 60.0 21.0 25.0 -1.57079632679 1.57079632679 0
turn 60.0 21.0 24.0 3.14159265359 -0.0 1.57079632679
turntwist 60.0 22.0 24.0 -1.57079632679 -0.0 0.0
turntwist 61.0 22.0 24.0 -3.14159265359 -1.57079632679 0
turn 61.0 22.0 25.0 0.0 -0.0 3.14159265359
turntwist 60.0 22.0 25.0 -1.57079632679 -0.0 1.57079632679
turn 60.0 23.0 25.0 -1.57079632679 -0.0 0.0
turntwist 61.0 23.0 25.0 0.0 1.57079632679 0
turn 61.0 23.0 24.0 3.14159265359 -0.0 3.14159265359
straight 60.0 23.0 24.0 -1.57079632679 -0.0 1.57079632679
turn 59.0 23.0 24.0 0.0 -1.57079632679 0
turntwist 59.0 23.0 25.0 0.0 -0.0 -1.57079632679
turn 59.0 22.0 25.0 1.57079632679 1.57079632679 0
turntwist 59.0 22.0 24.0 3.14159265359 -0.0 3.14159265359
turn 58.0 22.0 24.0 0.0 -1.57079632679 0
turntwist 58.0 22.0 25.0 0.0 -0.0 1.57079632679
turn 58.0 23.0 25.0 -1.57079632679 1.57079632679 0
turntwist 58.0 23.0 24.0 3.14159265359 -0.0 3.14159265359
turntwist 57.0 23.0 24.0 1.57079632679 -0.0 -1.57079632679
turn 57.0 22.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 56.0 22.0 24.0 -1.57079632679 -0.0 1.57079632679
turntwist 56.0 23.0 24.0 -1.57079632679 -1.57079632679 0
turn 56.0 23.0 25.0 0.0 -0.0 -1.57079632679
turntwist 56.0 22.0 25.0 1.57079632679 -0.0 0.0
turn 57.0 22.0 25.0 1.57079632679 -0.0 1.57079632679
turntwist 57.0 23.0 25.0 -1.57079632679 -1.57079632679 0
turn 57.0 23.0 26.0 0.0 -0.0 -1.57079632679
turntwist 57.0 22.0 26.0 -1.57079632679 -0.0 3.14159265359
turn 56.0 22.0 26.0 -1.57079632679 -0.0 1.57079632679
turntwist 56.0 23.0 26.0 -1.57079632679 -1.57079632679 0
turn 56.0 23.0 27.0 0.0 -0.0 -1.57079632679
turntwist 56.0 22.0 27.0 1.57079632679 -0.0 0.0
turn 57.0 22.0 27.0 1.57079632679 -0.0 1.57079632679
turn 57.0 23.0 27.0 -1.57079632679 -0.0 0.0
straight 58.0 23.0 27.0 0.0 1.57079632679 0
turntwist 59.0 23.0 27.0 0.0 1.57079632679 0
turn 59.0 23.0 26.0 3.14159265359 -0.0 3.14159265359
turntwist 58.0 23.0 26.0 1.57079632679 -0.0 -1.57079632679
turn 58.0 22.0 26.0 1.57079632679 -0.0 0.0
turntwist 59.0 22.0 26.0 -3.14159265359 -1.57079632679 0
turn 59.0 22.0 27.0 0.0 -0.0 3.14159265359
turntwist 58.0 22.0 27.0 1.57079632679 -0.0 -1.57079632679
turn 58.0 21.0 27.0 1.57079632679 -0.0 0.0
turntwist 59.0 21.0 27.0 0.0 1.57079632679 0
turn 59.0 21.0 26.0 3.14159265359 -0.0 3.14159265359
turntwist 58.0 21.0 26.0 1.57079632679 -0.0 -1.57079632679
turn 58.0 20.0 26.0 1.57079632679 -0.0 0.0
turntwist 59.0 20.0 26.0 -3.14159265359 -1.57079632679 0
turn 59.0 20.0 27.0 0.0 -0.0 3.14159265359
straight 58.0 20.0 27.0 1.57079632679 -0.0 -1.57079632679
turntwist 57.0 20.0 27.0 -1.57079632679 -0.0 1.57079632679
turn 57.0 21.0 27.0 1.57079632679 -0.0 3.14159265359
turn 56.0 21.0 27.0 1.57079632679 -0.0 -1.57079632679
turntwist 56.0 20.0 27.0 1.57079632679 1.57079632679 0
turn 56.0 20.0 26.0 3.14159265359 -0.0 1.57079632679
turntwist 56.0 21.0 26.0 -1.57079632679 -0.0 0.0
turn 57.0 21.0 26.0 -1.57079632679 -0.0 -1.57079632679
turntwist 57.0 20.0 26.0 1.57079632679 1.57079632679 0
turn 57.0 20.0 25.0 3.14159265359 -0.0 1.57079632679
turntwist 57.0 21.0 25.0 1.57079632679 -0.0 3.14159265359
turn 56.0 21.0 25.0 1.57079632679 -0.0 -1.57079632679
turntwist 56.0 20.0 25.0 1.57079632679 1.57079632679 0
turn 56.0 20.0 24.0 3.14159265359 -0.0 1.57079632679
turntwist 56.0 21.0 24.0 -1.57079632679 -0.0 0.0
turn 57.0 21.0 24.0 -1.57079632679 -0.0 -1.57079632679
turn 57.0 20.0 24.0 1.57079632679 -0.0 0.0
turntwist 58.0 20.0 24.0 -3.14159265359 -1.57079632679 0
turntwist 58.0 20.0 25.0 0.0 -0.0 1.57079632679
turn 58.0 21.0 25.0 -1.57079632679 1.57079632679 0
turntwist 58.0 21.0 24.0 3.14159265359 -0.0 0.0
turn 59.0 21.0 24.0 -3.14159265359 -1.57079632679 0
turntwist 59.0 21.0 25.0 0.0 -0.0 -1.57079632679
turn 59.0 20.0 25.0 1.57079632679 1.57079632679 0
turn 59.0 20.0 24.0 3.14159265359 -0.0 -1.57079632679
turn 59.0 19.0 24.0 1.57079632679 -1.57079632679 0
turn 59.0 19.0 25.0 0.0 -0.0 -1.57079632679
turn 59.0 18.0 25.0 1.57079632679 1.57079632679 0
turntwist 59.0 18.0 24.0 3.14159265359 -0.0 3.14159265359
turn 58.0 18.0 24.0 0.0 -1.57079632679 0
turntwist 58.0 18.0 25.0 0.0 -0.0 1.57079632679
turn 58.0 19.0 25.0 -1.57079632679 1.57079632679 0
turntwist 58.0 19.0 24.0 3.14159265359 -0.0 3.14159265359
turntwist 57.0 19.0 24.0 1.57079632679 -0.0 -1.57079632679
turn 57.0 18.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 56.0 18.0 24.0 -1.57079632679 -0.0 1.57079632679
turntwist 56.0 19.0 24.0 -1.57079632679 -1.57079632679 0
